2048,14,1,8,5300,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,500,30000,1
2048,149,2,8,5300,0,0,0,0,0,5768,0,0,0,0,2,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,500,60000,10
2072,39,21,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,7
2072,40,21,9,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,7
2072,41,21,9,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,7
2071,3,2,9,8262,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2072,406,1,8,0,0,0,0,0,0,360,4630,4631,0,0,1,2,2,2,0,5,10,10,0,0,0,0,0,0,0,0,0,0,5
2072,407,1,8,0,0,0,0,0,0,5768,360,5104,5103,0,2,1,2,2,0,30,20,10,10,0,0,0,0,0,0,0,0,0,20
2068,408,64,9,102,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2068,409,64,9,102,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2068,410,64,9,102,0,0,0,0,0,64,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2163,1297,2,9,0,0,0,0,0,0,5992,0,0,0,0,2,0,0,0,0,1,0,0,0,0,713,0,0,1,0,0,0,0,1
2100,79,1,2,0,0,0,0,0,0,5768,0,0,0,0,2,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,212,1,11,16004,0,0,0,0,0,694,693,695,0,0,1,1,1,0,0,70,70,70,0,0,0,0,0,0,0,0,0,0,50
2270,896,1,11,16003,0,0,0,0,0,390,389,415,0,0,1,1,1,0,0,70,70,70,0,0,0,0,0,0,0,0,0,0,50
2278,897,1,11,16000,0,0,0,0,0,385,440,0,0,0,1,1,1,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,50
2278,898,1,11,16001,16001,16001,16001,0,0,417,418,0,0,0,1,1,1,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,50
2278,899,1,11,16002,0,0,0,0,0,420,0,0,0,0,1,1,1,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,50
2275,900,1,11,16006,0,0,0,0,0,568,567,572,0,0,1,1,1,0,0,10,10,1,0,0,0,0,0,0,0,0,0,0,50
2275,901,62,8,0,0,0,0,0,0,664,665,666,667,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,50
2147,902,2,8,5395,0,0,0,0,0,5935,5929,5944,5910,5889,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,30
2131,903,2,8,5368,0,0,0,0,0,5834,5833,5838,5839,5813,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,40
2147,904,1,8,5935,0,0,0,0,0,280,0,0,0,0,1,2,2,2,2,30,0,0,0,0,0,0,0,0,0,0,0,0,32
2147,905,1,8,5929,0,0,0,0,0,286,0,0,0,0,1,2,2,2,2,30,0,0,0,0,0,0,0,0,0,0,0,0,34
2147,906,1,8,5944,0,0,0,0,0,278,0,0,0,0,1,2,2,2,2,30,0,0,0,0,0,0,0,0,0,0,0,0,36
2147,907,1,8,5910,0,0,0,0,0,282,0,0,0,0,1,2,2,2,2,35,0,0,0,0,0,0,0,0,0,0,0,0,38
2147,908,1,8,5889,0,0,0,0,0,279,0,0,0,0,1,2,2,2,2,60,0,0,0,0,0,0,0,0,0,0,0,0,40
2131,909,1,8,5834,0,0,0,0,0,581,0,0,0,0,1,2,2,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,42
2131,910,1,8,5833,0,0,0,0,0,575,0,0,0,0,1,2,2,2,2,35,0,0,0,0,0,0,0,0,0,0,0,0,44
2131,911,1,8,5838,0,0,0,0,0,569,0,0,0,0,1,2,2,2,2,30,0,0,0,0,0,0,0,0,0,0,0,0,46
2131,912,1,8,5839,0,0,0,0,0,630,0,0,0,0,1,2,2,2,2,35,0,0,0,0,0,0,0,0,0,0,0,0,48
2131,913,1,8,5813,0,0,0,0,0,629,0,0,0,0,1,2,2,2,2,35,0,0,0,0,0,0,0,0,0,0,0,0,50
2067,914,7,9,2000,0,0,0,0,0,4141,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
